Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day,sentiment_score,sentiment_label,dominant_topic,topic_name,Income_encoded,Saving_encoded,Loan_encoded,Time_encoded,Channel_encoded,cluster_kmeans,cluster_dbscan,cluster_hierarchical,cluster_gmm,cluster_final,cluster_name
119,93916,179323.26,Middle,Rent,Good,834.0,Active Loan,864639.01,Overall experience is great,No_Complaint,Web,Abuja,Afternoon,0.6249,Positive,2,Charges_Complaints,2,2,1,0,3,1,-1,0,2,0,Segment 0
120,84051,313045.72,Middle,Groceries,Average,684.0,No Loan,0.0,The interface is confusing,No_Complaint,POS,Ibadan,Evening,-0.2263,Negative,3,General_Feedback,2,1,0,1,1,1,-1,0,1,0,Segment 0
121,21911,263892.36,Low,Utilities,Good,593.0,No Loan,0.0,Overall experience is great,No_Complaint,Mobile App,Ibadan,Night,0.6249,Positive,2,Charges_Complaints,0,2,0,3,0,1,-1,0,1,0,Segment 0
122,84726,180998.17,Middle,Transport,Good,588.0,Default Risk,0.0,I need better support,General Feedback,USSD,Abuja,Evening,0.6808,Positive,2,Charges_Complaints,2,2,2,1,2,1,-1,0,0,0,Segment 0
123,73430,173123.57,Lower-Middle,Online Shopping,Average,617.0,No Loan,3197682.42,Overall experience is great,Technical Issue,Web,Enugu,Evening,0.6249,Positive,2,Charges_Complaints,1,1,0,1,3,3,-1,3,0,3,Segment 3
124,91037,128949.97,Middle,Health,Good,558.0,Active Loan,1270364.73,The interface is confusing,Technical Issue,POS,Kano,Morning,-0.2263,Negative,3,General_Feedback,2,2,1,2,1,3,-1,0,1,0,Segment 0
125,31868,89937.89,Middle,Education,Average,501.0,No Loan,4265134.01,Charges are confusing and unclear,No_Complaint,POS,Port Harcourt,Evening,-0.6124,Negative,3,General_Feedback,2,1,0,1,1,1,-1,0,1,0,Segment 0
126,11343,176578.48,Lower-Middle,Utilities,Good,763.0,Default Risk,995735.64,Overall experience is great,General Feedback,POS,Kano,Morning,0.6249,Positive,2,Charges_Complaints,1,2,2,2,1,1,-1,0,1,0,Segment 0
127,39012,123333.11,Middle,Groceries,Poor,599.0,No Loan,0.0,Transaction was fast and smooth,No_Complaint,Web,Abuja,Morning,0.0,Neutral,1,Loan_Concerns,2,0,0,2,3,1,-1,0,1,0,Segment 0
128,99719,255372.35,Lower-Middle,Groceries,Average,452.0,Active Loan,0.0,I need better support,No_Complaint,USSD,Kaduna,Afternoon,0.6808,Positive,2,Charges_Complaints,1,1,1,0,2,1,-1,0,1,0,Segment 0
129,98560,278783.07,Low,Groceries,Good,502.0,No Loan,3391741.9,Very satisfied with the platform,No_Complaint,POS,Kano,Morning,0.4754,Positive,3,General_Feedback,0,2,0,2,1,1,-1,0,1,0,Segment 0
130,28912,278425.25,Middle,Groceries,Average,677.0,No Loan,0.0,Charges are confusing and unclear,No_Complaint,Web,Enugu,Night,-0.6124,Negative,3,General_Feedback,2,1,0,3,3,1,-1,0,2,0,Segment 0
131,76937,111870.21,Lower-Middle,Education,Average,517.0,No Loan,0.0,I need better support,Loan Issue,Web,Lagos,Afternoon,0.6808,Positive,2,Charges_Complaints,1,1,0,0,3,0,-1,1,2,1,Digital-First
132,59576,119563.96,Lower-Middle,Groceries,Poor,735.0,No Loan,0.0,App keeps crashing during payments,Technical Issue,USSD,Port Harcourt,Morning,0.0,Neutral,2,Charges_Complaints,1,0,0,2,2,3,-1,0,1,0,Segment 0
133,58600,77344.87,Lower-Middle,Savings Deposit,Good,478.0,No Loan,0.0,Loan process takes too long,No_Complaint,POS,Port Harcourt,Afternoon,0.0,Neutral,0,Technical_Issues,1,2,0,0,1,2,-1,2,1,2,Digital-First
134,57988,188903.88,Lower-Middle,Online Shopping,Good,708.0,Active Loan,0.0,Charges are confusing and unclear,Technical Issue,POS,Port Harcourt,Afternoon,-0.6124,Negative,3,General_Feedback,1,2,1,0,1,3,-1,3,0,3,Segment 3
135,37386,98709.86,Lower-Middle,Entertainment,Good,617.0,No Loan,3726435.69,Transaction was fast and smooth,Technical Issue,Web,Abuja,Morning,0.0,Neutral,1,Loan_Concerns,1,2,0,2,3,3,-1,0,3,0,Segment 0
136,58063,113773.6,Lower-Middle,Utilities,Average,549.0,Active Loan,0.0,Transaction was fast and smooth,General Feedback,POS,Lagos,Night,0.0,Neutral,1,Loan_Concerns,1,1,1,3,1,1,-1,0,2,0,Segment 0
137,34045,96745.82,Lower-Middle,Entertainment,Average,599.0,No Loan,3574169.39,The interface is confusing,Loan Issue,Web,Kano,Morning,-0.2263,Negative,3,General_Feedback,1,1,0,2,3,0,-1,1,3,1,Digital-First
138,30557,116589.99,Low,Education,Good,660.0,Active Loan,0.0,Charges are confusing and unclear,General Feedback,POS,Abuja,Night,-0.6124,Negative,3,General_Feedback,0,2,1,3,1,1,-1,0,1,0,Segment 0
139,58334,249223.55,Lower-Middle,Groceries,Good,519.0,Active Loan,0.0,Transaction was fast and smooth,Technical Issue,Web,Abuja,Afternoon,0.0,Neutral,1,Loan_Concerns,1,2,1,0,3,3,-1,0,1,0,Segment 0
140,63638,20000.0,Lower-Middle,Transport,Good,547.0,Default Risk,0.0,Transaction was fast and smooth,No_Complaint,Web,Abuja,Evening,0.0,Neutral,1,Loan_Concerns,1,2,2,1,3,1,-1,0,0,0,Segment 0
141,66385,181553.57,Middle,Savings Deposit,Average,641.0,Active Loan,2637272.81,The service is excellent,Technical Issue,USSD,Lagos,Night,0.5719,Positive,3,General_Feedback,2,1,1,3,2,2,-1,2,2,2,Digital-First
142,31726,101616.08,Low,Online Shopping,Good,551.0,No Loan,0.0,Loan process takes too long,Technical Issue,Mobile App,Port Harcourt,Morning,0.0,Neutral,0,Technical_Issues,0,2,0,2,0,3,-1,3,0,3,Segment 3
143,48086,290652.76,Low,Utilities,Good,553.0,No Loan,0.0,Transaction was fast and smooth,Technical Issue,USSD,Kano,Evening,0.0,Neutral,1,Loan_Concerns,0,2,0,1,2,3,-1,0,1,0,Segment 0
144,96568,199679.13,Lower-Middle,Groceries,Good,582.0,No Loan,1150459.76,Charges are confusing and unclear,No_Complaint,POS,Port Harcourt,Evening,-0.6124,Negative,3,General_Feedback,1,2,0,1,1,1,-1,0,1,0,Segment 0
145,22151,88874.94,Lower-Middle,Savings Deposit,Good,609.0,No Loan,3565712.05,I need better support,Charges Issue,USSD,Enugu,Night,0.6808,Positive,2,Charges_Complaints,1,2,0,3,2,2,-1,2,2,2,Digital-First
146,28378,113355.04,Lower-Middle,Utilities,Poor,537.0,No Loan,2300493.09,Very satisfied with the platform,No_Complaint,POS,Lagos,Night,0.4754,Positive,3,General_Feedback,1,0,0,3,1,1,-1,0,2,0,Segment 0
147,51420,115804.15,Lower-Middle,Groceries,Poor,589.0,No Loan,2976126.4,Customer service is slow to respond,No_Complaint,Mobile App,Abuja,Afternoon,0.0,Neutral,3,General_Feedback,1,0,0,0,0,1,-1,0,1,0,Segment 0
148,27898,219039.48,Lower-Middle,Utilities,Good,519.0,Active Loan,0.0,The service is excellent,Charges Issue,Mobile App,Ibadan,Afternoon,0.5719,Positive,3,General_Feedback,1,2,1,0,0,1,-1,0,1,0,Segment 0
149,46999,251668.04,Lower-Middle,Education,Average,768.0,No Loan,4177937.63,App keeps crashing during payments,No_Complaint,POS,Kaduna,Morning,0.0,Neutral,2,Charges_Complaints,1,1,0,2,1,1,-1,0,1,0,Segment 0
150,57885,159217.05,Lower-Middle,Education,Poor,599.0,Active Loan,4556419.9,Overall experience is great,General Feedback,Mobile App,Enugu,Afternoon,0.6249,Positive,2,Charges_Complaints,1,0,1,0,0,1,-1,0,2,0,Segment 0
151,44220,141406.74,Low,Savings Deposit,Average,569.0,No Loan,0.0,Very satisfied with the platform,No_Complaint,Mobile App,Kaduna,Evening,0.4754,Positive,3,General_Feedback,0,1,0,1,0,2,-1,2,1,2,Digital-First
152,76299,212624.7,Middle,Entertainment,Average,691.0,No Loan,1874797.82,I need better support,No_Complaint,Web,Ibadan,Night,0.6808,Positive,2,Charges_Complaints,2,1,0,3,3,3,-1,0,3,0,Segment 0
153,70673,151641.68,Low,Rent,Poor,576.0,No Loan,0.0,Overall experience is great,No_Complaint,USSD,Kaduna,Morning,0.6249,Positive,2,Charges_Complaints,0,0,0,2,2,1,12,0,2,0,Segment 0
154,81415,178077.35,Lower-Middle,Savings Deposit,Average,739.0,No Loan,2089457.89,Charges are confusing and unclear,Technical Issue,POS,Port Harcourt,Evening,-0.6124,Negative,3,General_Feedback,1,1,0,1,1,2,-1,2,1,2,Digital-First
155,58809,163278.24,Middle,Online Shopping,Average,535.0,No Loan,0.0,Loan process takes too long,No_Complaint,Mobile App,Kaduna,Afternoon,0.0,Neutral,0,Technical_Issues,2,1,0,0,0,1,-1,3,0,3,Segment 3
156,11230,102704.47,Middle,Utilities,Average,426.0,No Loan,0.0,Loan process takes too long,Charges Issue,USSD,Enugu,Evening,0.0,Neutral,0,Technical_Issues,2,1,0,1,2,1,-1,0,2,0,Segment 0
157,57575,231795.78,Lower-Middle,Savings Deposit,Average,541.0,No Loan,0.0,Transaction was fast and smooth,General Feedback,USSD,Port Harcourt,Night,0.0,Neutral,1,Loan_Concerns,1,1,0,3,2,2,-1,2,1,2,Digital-First
158,47439,114488.43,Middle,Health,Poor,788.0,No Loan,3548179.85,The interface is confusing,Charges Issue,Mobile App,Abuja,Afternoon,-0.2263,Negative,3,General_Feedback,2,0,0,0,0,1,-1,0,1,0,Segment 0
159,84209,266267.95,Lower-Middle,Transport,Average,688.0,No Loan,0.0,App keeps crashing during payments,Technical Issue,POS,Enugu,Afternoon,0.0,Neutral,2,Charges_Complaints,1,1,0,0,1,3,-1,0,0,0,Segment 0
160,28947,220811.03,Lower-Middle,Utilities,Good,692.0,No Loan,2877000.17,Very satisfied with the platform,General Feedback,Web,Ibadan,Afternoon,0.4754,Positive,3,General_Feedback,1,2,0,0,3,1,1,0,1,0,Segment 0
161,18209,161622.05,Low,Transport,Average,568.0,No Loan,1356373.34,Very satisfied with the platform,Loan Issue,POS,Enugu,Night,0.4754,Positive,3,General_Feedback,0,1,0,3,1,0,-1,1,0,1,Digital-First
162,56168,75372.86,Low,Entertainment,Poor,625.0,No Loan,0.0,Very satisfied with the platform,General Feedback,Mobile App,Abuja,Morning,0.4754,Positive,3,General_Feedback,0,0,0,2,0,3,6,0,3,0,Segment 0
163,29671,250549.63,Low,Rent,Good,675.0,No Loan,0.0,Transaction was fast and smooth,General Feedback,POS,Lagos,Evening,0.0,Neutral,1,Loan_Concerns,0,2,0,1,1,1,-1,0,2,0,Segment 0
164,88021,168922.69,Low,Online Shopping,Good,473.0,No Loan,2357525.16,The interface is confusing,General Feedback,USSD,Kano,Morning,-0.2263,Negative,3,General_Feedback,0,2,0,2,2,1,-1,3,0,3,Segment 3
165,20802,203614.14,Lower-Middle,Groceries,Average,571.0,Active Loan,0.0,I don't understand my loan deductions,General Feedback,USSD,Ibadan,Afternoon,0.0,Neutral,1,Loan_Concerns,1,1,1,0,2,1,-1,0,1,0,Segment 0
166,23442,238616.12,Low,Utilities,Average,668.0,Default Risk,4207354.39,Customer service is slow to respond,General Feedback,USSD,Ibadan,Evening,0.0,Neutral,3,General_Feedback,0,1,2,1,2,1,-1,0,1,0,Segment 0
167,65954,82799.84,Low,Rent,Average,674.0,No Loan,0.0,App keeps crashing during payments,General Feedback,POS,Kano,Evening,0.0,Neutral,2,Charges_Complaints,0,1,0,1,1,1,2,0,2,0,Segment 0
168,40510,171817.83,Lower-Middle,Transport,Good,737.0,Default Risk,208775.41,Very satisfied with the platform,No_Complaint,POS,Kano,Afternoon,0.4754,Positive,3,General_Feedback,1,2,2,0,1,1,5,0,0,0,Segment 0
169,84659,127384.43,Middle,Education,Good,559.0,Active Loan,0.0,Customer service is slow to respond,General Feedback,Web,Abuja,Evening,0.0,Neutral,3,General_Feedback,2,2,1,1,3,1,-1,0,1,0,Segment 0
170,48418,169169.33,Upper-Middle,Online Shopping,Average,613.0,No Loan,0.0,Payment failed multiple times,Loan Issue,USSD,Ibadan,Evening,-0.5106,Negative,1,Loan_Concerns,3,1,0,1,2,0,-1,1,0,1,Digital-First
171,86251,177427.61,Lower-Middle,Transport,Good,850.0,No Loan,3947263.53,Loan process takes too long,Loan Issue,POS,Abuja,Night,0.0,Neutral,0,Technical_Issues,1,2,0,3,1,0,-1,1,0,1,Digital-First
172,22214,50185.57,Low,Groceries,Good,602.0,No Loan,0.0,Payment failed multiple times,General Feedback,Web,Ibadan,Evening,-0.5106,Negative,1,Loan_Concerns,0,2,0,1,3,1,-1,0,1,0,Segment 0
173,46937,136315.23,Lower-Middle,Transport,Poor,733.0,No Loan,3191547.14,I don't understand my loan deductions,Technical Issue,Mobile App,Lagos,Night,0.0,Neutral,1,Loan_Concerns,1,0,0,3,0,3,-1,0,0,0,Segment 0
174,90849,155378.95,Lower-Middle,Utilities,Good,664.0,Default Risk,0.0,Loan process takes too long,Charges Issue,Web,Ibadan,Evening,0.0,Neutral,0,Technical_Issues,1,2,2,1,3,1,-1,0,1,0,Segment 0
175,29006,74860.5,Lower-Middle,Savings Deposit,Average,515.0,No Loan,1706340.76,The interface is confusing,Charges Issue,USSD,Kano,Morning,-0.2263,Negative,3,General_Feedback,1,1,0,2,2,2,-1,2,1,2,Digital-First
176,28115,105879.15,Lower-Middle,Health,Poor,722.0,Active Loan,0.0,Loan process takes too long,Technical Issue,Mobile App,Kano,Afternoon,0.0,Neutral,0,Technical_Issues,1,0,1,0,0,3,-1,0,1,0,Segment 0
177,60827,157478.09,Upper-Middle,Education,Average,472.0,Active Loan,0.0,Loan process takes too long,No_Complaint,Mobile App,Kano,Night,0.0,Neutral,0,Technical_Issues,3,1,1,3,0,1,-1,0,1,0,Segment 0
178,53100,191174.56,Low,Health,Average,515.0,No Loan,4441018.98,Loan process takes too long,Charges Issue,USSD,Enugu,Morning,0.0,Neutral,0,Technical_Issues,0,1,0,2,2,1,-1,0,2,0,Segment 0
179,57738,141197.76,High,Entertainment,Average,764.0,No Loan,612956.6,App keeps crashing during payments,No_Complaint,POS,Abuja,Morning,0.0,Neutral,2,Charges_Complaints,4,1,0,2,1,3,-1,0,3,0,Segment 0
180,58315,108072.87,Low,Entertainment,Average,696.0,No Loan,0.0,Charges are confusing and unclear,Charges Issue,USSD,Lagos,Night,-0.6124,Negative,3,General_Feedback,0,1,0,3,2,3,-1,0,3,0,Segment 0
181,94763,89749.73,Upper-Middle,Entertainment,Poor,599.0,No Loan,0.0,The interface is confusing,Technical Issue,Web,Kano,Night,-0.2263,Negative,3,General_Feedback,3,0,0,3,3,3,-1,0,3,0,Segment 0
182,92361,128563.72,Middle,Groceries,Average,699.0,No Loan,4470574.42,Transaction was fast and smooth,General Feedback,POS,Kano,Night,0.0,Neutral,1,Loan_Concerns,2,1,0,3,1,1,-1,0,1,0,Segment 0
183,14718,102058.63,Low,Education,Poor,711.0,No Loan,0.0,Very satisfied with the platform,No_Complaint,Web,Kano,Night,0.4754,Positive,3,General_Feedback,0,0,0,3,3,1,-1,0,1,0,Segment 0
184,21771,185718.95,Lower-Middle,Rent,Good,539.0,No Loan,4720111.74,I need better support,No_Complaint,POS,Port Harcourt,Evening,0.6808,Positive,2,Charges_Complaints,1,2,0,1,1,1,-1,0,2,0,Segment 0
185,96275,165179.95,High,Online Shopping,Good,416.0,No Loan,228602.5,Charges are confusing and unclear,Technical Issue,USSD,Ibadan,Night,-0.6124,Negative,3,General_Feedback,4,2,0,3,2,3,-1,3,0,3,Segment 3
186,15731,110984.65,Middle,Transport,Poor,683.0,No Loan,0.0,The service is excellent,General Feedback,POS,Enugu,Afternoon,0.5719,Positive,3,General_Feedback,2,0,0,0,1,1,-1,0,0,0,Segment 0
187,20958,163681.51,Lower-Middle,Entertainment,Poor,620.0,No Loan,1803769.03,Overall experience is great,Charges Issue,Mobile App,Ibadan,Night,0.6249,Positive,2,Charges_Complaints,1,0,0,3,0,3,-1,0,3,0,Segment 0
188,64613,289827.81,Middle,Groceries,Poor,568.0,No Loan,1500871.71,Very satisfied with the platform,Technical Issue,POS,Port Harcourt,Evening,0.4754,Positive,3,General_Feedback,2,0,0,1,1,3,-1,0,1,0,Segment 0
189,70347,195142.01,High,Rent,Poor,527.0,Active Loan,3030216.21,Loan process takes too long,General Feedback,POS,Lagos,Night,0.0,Neutral,0,Technical_Issues,4,0,1,3,1,1,-1,0,2,0,Segment 0
190,62726,165279.26,Lower-Middle,Transport,Good,581.0,No Loan,0.0,Very satisfied with the platform,Technical Issue,Web,Kaduna,Evening,0.4754,Positive,3,General_Feedback,1,2,0,1,3,3,-1,0,0,0,Segment 0
191,69824,193027.56,Middle,Education,Poor,621.0,No Loan,0.0,Customer service is slow to respond,Technical Issue,USSD,Enugu,Evening,0.0,Neutral,3,General_Feedback,2,0,0,1,2,3,-1,0,2,0,Segment 0
192,19528,225854.86,Middle,Education,Poor,610.0,No Loan,2993903.7,I don't understand my loan deductions,Technical Issue,POS,Lagos,Night,0.0,Neutral,1,Loan_Concerns,2,0,0,3,1,3,-1,0,2,0,Segment 0
193,25319,58718.96,Low,Health,Average,464.0,Active Loan,0.0,Transaction was fast and smooth,General Feedback,Mobile App,Ibadan,Evening,0.0,Neutral,1,Loan_Concerns,0,1,1,1,0,1,-1,0,1,0,Segment 0
194,35431,124432.83,High,Health,Average,668.0,No Loan,0.0,I need better support,Technical Issue,Mobile App,Port Harcourt,Morning,0.6808,Positive,2,Charges_Complaints,4,1,0,2,0,3,-1,0,1,0,Segment 0
195,26996,112974.28,Lower-Middle,Entertainment,Average,626.0,No Loan,1677267.17,Charges are confusing and unclear,General Feedback,POS,Kaduna,Evening,-0.6124,Negative,3,General_Feedback,1,1,0,1,1,3,-1,0,3,0,Segment 0
196,79957,111258.99,Lower-Middle,Transport,Poor,527.0,Active Loan,366231.81,Payment failed multiple times,No_Complaint,USSD,Abuja,Morning,-0.5106,Negative,1,Loan_Concerns,1,0,1,2,2,1,-1,0,0,0,Segment 0
197,66432,276856.69,Upper-Middle,Utilities,Good,536.0,No Loan,0.0,Customer service is slow to respond,No_Complaint,Web,Kaduna,Afternoon,0.0,Neutral,3,General_Feedback,3,2,0,0,3,1,-1,0,1,0,Segment 0
198,20552,180616.98,Middle,Online Shopping,Poor,709.0,Active Loan,0.0,Customer service is slow to respond,No_Complaint,Web,Port Harcourt,Evening,0.0,Neutral,3,General_Feedback,2,0,1,1,3,1,-1,3,0,3,Segment 3
199,37196,216947.98,Lower-Middle,Savings Deposit,Good,633.0,No Loan,3452773.72,I need better support,Charges Issue,Web,Kaduna,Night,0.6808,Positive,2,Charges_Complaints,1,2,0,3,3,2,-1,2,1,2,Digital-First
200,24985,167935.94,Lower-Middle,Education,Average,531.0,No Loan,2598718.62,Very satisfied with the platform,No_Complaint,Mobile App,Ibadan,Night,0.4754,Positive,3,General_Feedback,1,1,0,3,0,1,-1,0,1,0,Segment 0
201,72437,315171.86,Low,Groceries,Good,548.0,No Loan,0.0,The service is excellent,General Feedback,USSD,Enugu,Evening,0.5719,Positive,3,General_Feedback,0,2,0,1,2,1,-1,0,2,0,Segment 0
202,80725,29397.68,Lower-Middle,Savings Deposit,Poor,524.0,No Loan,3092490.74,I don't understand my loan deductions,No_Complaint,Mobile App,Ibadan,Morning,0.0,Neutral,1,Loan_Concerns,1,0,0,2,0,2,-1,2,1,2,Digital-First
203,54425,120936.91,Low,Utilities,Good,656.0,No Loan,0.0,Payment failed multiple times,No_Complaint,USSD,Lagos,Evening,-0.5106,Negative,1,Loan_Concerns,0,2,0,1,2,1,-1,0,2,0,Segment 0
204,81196,123562.72,Low,Health,Average,604.0,No Loan,0.0,Transaction was fast and smooth,Charges Issue,USSD,Enugu,Night,0.0,Neutral,1,Loan_Concerns,0,1,0,3,2,1,-1,0,2,0,Segment 0
205,88146,129072.39,High,Education,Average,695.0,Active Loan,374477.24,Payment failed multiple times,Loan Issue,Web,Lagos,Evening,-0.5106,Negative,1,Loan_Concerns,4,1,1,1,3,0,-1,1,2,1,Digital-First
206,70426,204870.11,Low,Online Shopping,Average,605.0,No Loan,2843762.79,The service is excellent,No_Complaint,Web,Ibadan,Morning,0.5719,Positive,3,General_Feedback,0,1,0,2,3,1,-1,3,0,3,Segment 3
207,52724,155412.27,Low,Utilities,Average,442.0,Default Risk,4226322.3,Very satisfied with the platform,Technical Issue,Web,Kano,Morning,0.4754,Positive,3,General_Feedback,0,1,2,2,3,3,-1,0,1,0,Segment 0
208,60947,189032.03,Low,Rent,Good,708.0,Active Loan,2153035.58,Customer service is slow to respond,Technical Issue,Mobile App,Abuja,Afternoon,0.0,Neutral,3,General_Feedback,0,2,1,0,0,3,-1,0,2,0,Segment 0
209,69312,212538.48,Middle,Savings Deposit,Average,647.0,No Loan,0.0,Charges are confusing and unclear,General Feedback,Mobile App,Port Harcourt,Night,-0.6124,Negative,3,General_Feedback,2,1,0,3,0,2,-1,2,1,2,Digital-First
210,58899,163524.48,Upper-Middle,Entertainment,Poor,661.0,No Loan,0.0,Very satisfied with the platform,Technical Issue,Mobile App,Ibadan,Afternoon,0.4754,Positive,3,General_Feedback,3,0,0,0,0,3,-1,0,3,0,Segment 0
211,27115,193711.68,Lower-Middle,Utilities,Average,627.0,Default Risk,0.0,Loan process takes too long,Technical Issue,USSD,Port Harcourt,Night,0.0,Neutral,0,Technical_Issues,1,1,2,3,2,3,-1,0,1,0,Segment 0
212,40391,123585.34,Upper-Middle,Transport,Average,704.0,Default Risk,722031.93,Loan process takes too long,General Feedback,POS,Kaduna,Morning,0.0,Neutral,0,Technical_Issues,3,1,2,2,1,1,-1,0,0,0,Segment 0
213,62517,111307.33,Middle,Groceries,Good,584.0,No Loan,4884051.87,Charges are confusing and unclear,No_Complaint,USSD,Enugu,Evening,-0.6124,Negative,3,General_Feedback,2,2,0,1,2,1,18,0,2,0,Segment 0
214,47719,96827.97,Low,Education,Average,596.0,Default Risk,0.0,Payment failed multiple times,Technical Issue,Mobile App,Enugu,Evening,-0.5106,Negative,1,Loan_Concerns,0,1,2,1,0,3,-1,0,2,0,Segment 0
215,24165,155064.48,Middle,Savings Deposit,Average,730.0,Active Loan,0.0,Very satisfied with the platform,No_Complaint,USSD,Port Harcourt,Evening,0.4754,Positive,3,General_Feedback,2,1,1,1,2,2,-1,2,1,2,Digital-First
216,22953,92751.53,Middle,Education,Average,476.0,Active Loan,0.0,Customer service is slow to respond,General Feedback,POS,Ibadan,Morning,0.0,Neutral,3,General_Feedback,2,1,1,2,1,1,-1,0,1,0,Segment 0
217,90273,85802.96,Lower-Middle,Online Shopping,Good,672.0,No Loan,0.0,Transaction was fast and smooth,General Feedback,POS,Kaduna,Night,0.0,Neutral,1,Loan_Concerns,1,2,0,3,1,1,-1,3,0,3,Segment 3
218,80842,189084.52,Middle,Groceries,Poor,697.0,No Loan,0.0,Customer service is slow to respond,Technical Issue,POS,Abuja,Night,0.0,Neutral,3,General_Feedback,2,0,0,3,1,3,-1,0,1,0,Segment 0
219,75730,94175.27,Upper-Middle,Transport,Poor,702.0,No Loan,0.0,App keeps crashing during payments,Charges Issue,USSD,Kano,Morning,0.0,Neutral,2,Charges_Complaints,3,0,0,2,2,1,-1,0,0,0,Segment 0
220,48189,184045.73,Low,Entertainment,Average,625.0,No Loan,0.0,Payment failed multiple times,Loan Issue,USSD,Ibadan,Morning,-0.5106,Negative,1,Loan_Concerns,0,1,0,2,2,0,-1,1,3,1,Digital-First
221,95002,130670.64,Upper-Middle,Online Shopping,Poor,742.0,No Loan,0.0,Loan process takes too long,General Feedback,Web,Enugu,Morning,0.0,Neutral,0,Technical_Issues,3,0,0,2,3,1,-1,3,0,3,Segment 3
222,27141,115278.91,High,Online Shopping,Good,613.0,Active Loan,2734638.8,Charges are confusing and unclear,No_Complaint,Web,Port Harcourt,Afternoon,-0.6124,Negative,3,General_Feedback,4,2,1,0,3,1,-1,3,0,3,Segment 3
223,97008,204517.53,Lower-Middle,Savings Deposit,Average,601.0,No Loan,4671568.47,Loan process takes too long,General Feedback,POS,Kaduna,Night,0.0,Neutral,0,Technical_Issues,1,1,0,3,1,2,-1,2,1,2,Digital-First
224,27689,209538.67,Low,Utilities,Good,641.0,No Loan,0.0,The interface is confusing,General Feedback,USSD,Abuja,Afternoon,-0.2263,Negative,3,General_Feedback,0,2,0,0,2,1,19,0,1,0,Segment 0
