Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
219,75730,94175.27,Upper-Middle,Transport,Poor,702,No Loan,0,App keeps crashing during payments,Charges Issue,,Kano,Morning
220,48189,184045.73,Low,Entertainment,Average,625,No Loan,0,Payment failed multiple times,Loan Issue,,Ibadan,Morning
221,95002,130670.64,Upper-Middle,Online Shopping,Poor,742,No Loan,0,Loan process takes too long,General Feedback,Web,Enugu,Morning
222,27141,115278.91,High,Online Shopping,Good,613,Active Loan,2734638.8,Charges are confusing and unclear,None,Web,Port Harcourt,Afternoon
223,97008,204517.53,Lower-Middle,Savings Deposit,Average,601,No Loan,4671568.47,Loan process takes too long,General Feedback,POS,Kaduna,Night
224,27689,209538.67,Low,Utilities,Good,641,No Loan,0,The interface is confusing,General Feedback,USSD,Abuja,Afternoon
225,63603,162851.87,Low,Transport,Average,574,Active Loan,0,Overall experience is great,Loan Issue,POS,Port Harcourt,Morning
226,97667,234601.78,Middle,Entertainment,Average,531,No Loan,749397.68,App keeps crashing during payments,None,Mobile App,Abuja,Night
227,78929,49106.78,Lower-Middle,Online Shopping,Poor,664,Active Loan,0,Charges are confusing and unclear,Technical Issue,USSD,Abuja,Night
228,59606,214850.26,High,Transport,Good,604,No Loan,4418714.84,App keeps crashing during payments,Charges Issue,USSD,Port Harcourt,Night
229,28275,101768.84,Middle,Entertainment,Good,710,Active Loan,0,Overall experience is great,Charges Issue,Web,Abuja,Evening
230,13026,136148.38,Lower-Middle,Transport,Average,608,Active Loan,0,The service is excellent,None,Mobile App,Port Harcourt,Afternoon
231,65718,171513.07,Lower-Middle,Rent,Average,738,Active Loan,1736198.52,Customer service is slow to respond,None,USSD,Abuja,Evening
232,36761,108381.8,Low,Education,Average,520,No Loan,0,Overall experience is great,None,USSD,Lagos,Morning
233,52473,147441.48,Low,Groceries,Poor,535,Active Loan,1854053.72,Transaction was fast and smooth,Loan Issue,USSD,Kano,Evening
234,74836,124395.4,Upper-Middle,Online Shopping,Good,684,Active Loan,0,I don't understand my loan deductions,None,Mobile App,Port Harcourt,Evening
235,82498,136338.65,Middle,Groceries,Poor,536,No Loan,0,Payment failed multiple times,None,USSD,Ibadan,Afternoon
236,32436,276269.96,Low,Health,Good,503,Active Loan,0,Very satisfied with the platform,Technical Issue,POS,Kano,Evening
237,70460,38600.3,Middle,Online Shopping,Poor,583,Active Loan,3717619.58,The interface is confusing,Technical Issue,USSD,Kaduna,Evening
238,10604,137117.22,Middle,Transport,Poor,632,Active Loan,0,The interface is confusing,General Feedback,Mobile App,Lagos,Afternoon
239,16115,173569.66,Middle,Education,Average,461,No Loan,0,I need better support,General Feedback,Mobile App,Enugu,Night
240,49251,82100.75,Low,Education,Poor,691,Active Loan,4695120.87,The service is excellent,None,USSD,Kano,Morning
241,98401,139905.02,Lower-Middle,Education,Average,536,Default Risk,2262392.46,App keeps crashing during payments,General Feedback,POS,Ibadan,Night
242,21239,168172.61,Middle,Utilities,Average,580,Active Loan,2680738.22,Very satisfied with the platform,General Feedback,Web,Port Harcourt,Afternoon
243,43900,171551.11,Upper-Middle,Savings Deposit,Average,661,Active Loan,0,Customer service is slow to respond,Charges Issue,Mobile App,Abuja,Evening
244,73336,199380.55,Upper-Middle,Entertainment,Average,575,Default Risk,3065422.7,Transaction was fast and smooth,General Feedback,Web,Port Harcourt,Afternoon
245,88837,215814.04,Lower-Middle,Entertainment,Average,498,No Loan,2737768.92,Payment failed multiple times,Loan Issue,Mobile App,Kano,Night
246,79879,130165.81,Low,Online Shopping,Average,560,No Loan,0,Loan process takes too long,General Feedback,USSD,Port Harcourt,Morning
247,10924,155254.08,High,Entertainment,Average,566,Active Loan,0,Transaction was fast and smooth,Loan Issue,Mobile App,Kaduna,Morning
248,98693,64840.72,Upper-Middle,Online Shopping,Good,738,No Loan,0,The service is excellent,Technical Issue,Mobile App,Lagos,Afternoon
249,37216,146849.75,Middle,Transport,Poor,748,No Loan,902867.75,The interface is confusing,None,USSD,Kano,Night
250,70144,62935.63,Middle,Entertainment,Average,506,No Loan,4156226.08,I don't understand my loan deductions,Loan Issue,Web,Kaduna,Night
251,65534,150652.43,Lower-Middle,Utilities,Poor,538,No Loan,1621225.62,Transaction was fast and smooth,None,Web,Abuja,Afternoon
252,12191,199405.35,Lower-Middle,Online Shopping,Average,695,Active Loan,2533560.52,Overall experience is great,None,Web,Kano,Night
253,50881,174793.36,Low,Education,Average,645,No Loan,3164784.38,Very satisfied with the platform,Charges Issue,POS,Enugu,Evening
254,78048,155472.95,Low,Health,Average,679,No Loan,1507763.02,Very satisfied with the platform,None,USSD,Kaduna,Evening
255,10639,198420.76,Lower-Middle,Entertainment,Average,719,No Loan,3692618.95,App keeps crashing during payments,Loan Issue,Mobile App,Lagos,Evening
256,55550,214271.99,Lower-Middle,Groceries,Poor,510,Default Risk,1721520.51,Customer service is slow to respond,None,POS,Kano,Afternoon
257,45822,100283.17,Lower-Middle,Online Shopping,Poor,632,Default Risk,955539.3,The interface is confusing,Technical Issue,Web,Enugu,Afternoon
258,87396,221166.87,High,Online Shopping,Poor,606,Active Loan,0,The interface is confusing,None,USSD,Ibadan,Morning
259,44539,104614.67,Lower-Middle,Utilities,Good,518,Active Loan,1451004.37,I need better support,General Feedback,USSD,Enugu,Night
260,82431,123268.46,Low,Entertainment,Poor,787,Default Risk,0,Charges are confusing and unclear,Technical Issue,USSD,Abuja,Morning
261,48106,193545.04,Low,Groceries,Average,642,No Loan,0,Loan process takes too long,General Feedback,POS,Lagos,Night
262,55205,160655.67,Middle,Health,Good,683,Active Loan,0,Customer service is slow to respond,General Feedback,Mobile App,Lagos,Night
263,26928,148610.67,Middle,Health,Average,503,Active Loan,0,The service is excellent,Technical Issue,POS,Port Harcourt,Night
264,72887,160363.85,Low,Education,Average,727,No Loan,0,Very satisfied with the platform,General Feedback,USSD,Abuja,Afternoon
265,25745,228800.6,Low,Entertainment,Poor,753,No Loan,0,Payment failed multiple times,Charges Issue,USSD,Port Harcourt,Night
266,89714,154081.02,Middle,Groceries,Poor,552,No Loan,0,Overall experience is great,None,POS,Enugu,Afternoon
267,24442,194728.33,Upper-Middle,Rent,Average,589,No Loan,0,Very satisfied with the platform,None,USSD,Kano,Evening
268,89314,193204.24,Lower-Middle,Savings Deposit,Poor,622,No Loan,0,App keeps crashing during payments,General Feedback,USSD,Ibadan,Afternoon
269,60791,275261.93,Low,Groceries,Poor,641,Active Loan,2931918.95,Overall experience is great,Technical Issue,POS,Kano,Night
270,73847,232998.95,Middle,Rent,Poor,670,No Loan,600455.79,The service is excellent,Technical Issue,USSD,Kano,Morning
271,33971,192269.1,Low,Online Shopping,Poor,537,No Loan,0,Payment failed multiple times,Charges Issue,USSD,Port Harcourt,Afternoon
272,11594,193172.46,Lower-Middle,Rent,Good,588,No Loan,3454795.05,Customer service is slow to respond,Loan Issue,USSD,Abuja,Morning
273,18102,160136.05,Low,Education,Good,536,Active Loan,3927174.84,I need better support,General Feedback,POS,Enugu,Evening
274,74257,140265.37,Lower-Middle,Transport,Average,619,Default Risk,0,Charges are confusing and unclear,General Feedback,Web,Lagos,Night
275,64161,149251.85,Middle,Savings Deposit,Good,532,Active Loan,0,Payment failed multiple times,None,Mobile App,Enugu,Night
276,82877,151464.01,Lower-Middle,Online Shopping,Good,554,Active Loan,0,Customer service is slow to respond,None,USSD,Ibadan,Evening
277,94758,123046.57,Upper-Middle,Transport,Average,651,Active Loan,1038166.56,Customer service is slow to respond,General Feedback,Mobile App,Kaduna,Afternoon
278,22341,125182.01,Lower-Middle,Savings Deposit,Poor,573,Active Loan,1606092.89,The interface is confusing,Charges Issue,POS,Ibadan,Afternoon
279,18522,146190.25,Lower-Middle,Transport,Poor,691,No Loan,0,I need better support,None,USSD,Lagos,Afternoon
280,94463,130544.4,Lower-Middle,Rent,Good,555,No Loan,0,Loan process takes too long,Charges Issue,POS,Ibadan,Morning
281,70288,138383.05,Middle,Utilities,Good,475,No Loan,4177519.57,The service is excellent,Charges Issue,Web,Port Harcourt,Morning
282,30259,139996.37,Lower-Middle,Utilities,Poor,694,Active Loan,4378581.13,Very satisfied with the platform,None,POS,Enugu,Night
283,70499,204351.18,Low,Transport,Average,582,No Loan,0,Overall experience is great,Charges Issue,USSD,Ibadan,Afternoon
284,90222,197540.59,Lower-Middle,Transport,Average,453,No Loan,0,Customer service is slow to respond,None,Mobile App,Kano,Evening
285,66359,211478.3,Low,Online Shopping,Average,580,Default Risk,0,The interface is confusing,None,Mobile App,Abuja,Afternoon
286,29957,224703.89,Middle,Groceries,Good,573,No Loan,0,I don't understand my loan deductions,Loan Issue,Mobile App,Ibadan,Night
287,48739,106771.85,Lower-Middle,Transport,Average,667,Default Risk,3235180.16,App keeps crashing during payments,Technical Issue,Web,Kaduna,Night
288,31366,151732.28,Low,Savings Deposit,Average,658,Active Loan,782653.13,Transaction was fast and smooth,None,Web,Lagos,Night
289,29485,168080.3,Lower-Middle,Rent,Average,752,No Loan,0,I don't understand my loan deductions,Charges Issue,POS,Ibadan,Night
290,99107,176534.14,Middle,Entertainment,Average,840,No Loan,0,App keeps crashing during payments,General Feedback,Web,Abuja,Morning
291,18325,180763.36,Low,Entertainment,Average,694,No Loan,3418581.63,The service is excellent,Technical Issue,Web,Ibadan,Night
292,50017,235213.51,Lower-Middle,Groceries,Poor,535,Active Loan,2507790.42,Loan process takes too long,General Feedback,USSD,Port Harcourt,Morning
293,51569,117064.13,Middle,Utilities,Poor,795,No Loan,4958886.29,I don't understand my loan deductions,Charges Issue,POS,Enugu,Afternoon
294,49389,163846.95,Low,Online Shopping,Poor,631,No Loan,2762627.78,Transaction was fast and smooth,General Feedback,USSD,Ibadan,Evening
295,63702,76985.09,Lower-Middle,Health,Poor,584,Active Loan,3930885.37,Customer service is slow to respond,Technical Issue,USSD,Kano,Morning
296,45258,175021.09,Middle,Health,Average,725,Default Risk,0,Payment failed multiple times,General Feedback,POS,Kano,Afternoon
297,90465,54457.43,Lower-Middle,Groceries,Average,579,No Loan,1190328.1,The service is excellent,Charges Issue,Web,Kaduna,Afternoon
298,71845,171629.87,Middle,Transport,Average,524,No Loan,2201129.96,The service is excellent,Charges Issue,Mobile App,Lagos,Afternoon
299,13358,224450.33,Middle,Entertainment,Good,531,Active Loan,0,The service is excellent,Technical Issue,Web,Abuja,Evening
300,65735,187311.97,Middle,Education,Poor,601,Active Loan,0,Charges are confusing and unclear,General Feedback,USSD,Abuja,Afternoon
301,51424,86172.08,Middle,Utilities,Good,697,Active Loan,0,Payment failed multiple times,None,USSD,Lagos,Afternoon
302,70574,103508.79,Upper-Middle,Transport,Good,539,Active Loan,3136670.41,I don't understand my loan deductions,None,Mobile App,Kano,Evening
303,62236,187021.58,Lower-Middle,Rent,Poor,621,No Loan,262876.44,I don't understand my loan deductions,Technical Issue,POS,Enugu,Morning
304,99488,143257.62,Lower-Middle,Online Shopping,Average,768,Active Loan,69853.05,App keeps crashing during payments,Technical Issue,Mobile App,Enugu,Night
305,57196,20000,Low,Groceries,Good,652,No Loan,0,The service is excellent,General Feedback,POS,Enugu,Night
306,52338,235016.86,Low,Rent,Poor,604,Active Loan,1405656.17,Customer service is slow to respond,Technical Issue,Mobile App,Kaduna,Evening
307,16309,161137.08,Lower-Middle,Rent,Average,698,No Loan,0,The service is excellent,Technical Issue,Mobile App,Enugu,Afternoon
308,50974,64227.27,Lower-Middle,Education,Average,561,No Loan,3412025.64,Very satisfied with the platform,General Feedback,Web,Enugu,Afternoon
309,88449,164064.28,Upper-Middle,Rent,Poor,753,Active Loan,2698655.33,Customer service is slow to respond,Technical Issue,USSD,Abuja,Evening
310,55696,282869.83,Lower-Middle,Transport,Good,727,Active Loan,2906609.9,Very satisfied with the platform,General Feedback,Mobile App,Kaduna,Evening
311,89490,141207.11,Lower-Middle,Health,Good,534,Default Risk,0,The service is excellent,None,USSD,Kaduna,Night
312,91894,140306.48,Lower-Middle,Transport,Poor,585,Active Loan,3074168.12,App keeps crashing during payments,General Feedback,USSD,Enugu,Evening
313,49855,111498.21,Upper-Middle,Online Shopping,Average,683,No Loan,1996270.35,The service is excellent,Charges Issue,Mobile App,Ibadan,Night
314,64334,188821.1,Lower-Middle,Savings Deposit,Average,531,Active Loan,0,Charges are confusing and unclear,None,Web,Port Harcourt,Evening
315,39117,165081.44,Middle,Rent,Good,505,No Loan,0,App keeps crashing during payments,None,Mobile App,Ibadan,Afternoon
316,82765,198710.57,Low,Health,Poor,514,No Loan,340345.64,Charges are confusing and unclear,General Feedback,Mobile App,Enugu,Afternoon
317,19084,106454.88,High,Health,Poor,514,Default Risk,2870478.87,The service is excellent,General Feedback,Web,Enugu,Morning
318,51321,193734.45,Middle,Transport,Good,694,No Loan,0,Transaction was fast and smooth,None,Mobile App,Ibadan,Afternoon
319,84833,79319.67,Lower-Middle,Groceries,Poor,637,Active Loan,619897.35,Loan process takes too long,Charges Issue,USSD,Ibadan,Morning
320,53230,179788.16,Middle,Utilities,Poor,492,Default Risk,0,Payment failed multiple times,None,Web,Port Harcourt,Morning
321,53450,102487.19,Middle,Health,Average,632,No Loan,3948279.74,Loan process takes too long,None,Mobile App,Ibadan,Morning
322,94998,152303.68,Low,Rent,Average,623,No Loan,0,Overall experience is great,Charges Issue,POS,Kano,Evening
323,52970,56480.8,Low,Savings Deposit,Good,833,No Loan,0,Payment failed multiple times,None,POS,Port Harcourt,Evening
324,35421,155876.12,Upper-Middle,Rent,Good,555,No Loan,3865075.55,Very satisfied with the platform,Technical Issue,POS,Port Harcourt,Morning
325,28673,148813.37,Upper-Middle,Savings Deposit,Average,628,No Loan,1179128.53,Overall experience is great,General Feedback,Web,Ibadan,Afternoon
326,48854,58292.21,Upper-Middle,Utilities,Average,533,Active Loan,148464.47,Transaction was fast and smooth,General Feedback,USSD,Ibadan,Afternoon
327,74736,253872.34,Middle,Education,Average,654,Active Loan,4545988.59,Transaction was fast and smooth,None,Web,Kano,Evening
328,41283,187340.9,Middle,Education,Average,615,No Loan,0,I need better support,Charges Issue,Mobile App,Kano,Morning
329,93048,84619.98,Low,Groceries,Average,600,No Loan,4300243.4,Payment failed multiple times,None,USSD,Port Harcourt,Evening
330,77198,89549.24,Low,Transport,Poor,504,No Loan,1797638.15,Very satisfied with the platform,General Feedback,Web,Enugu,Afternoon
331,82013,135059.91,High,Groceries,Average,783,Active Loan,3031354.21,The service is excellent,General Feedback,POS,Abuja,Night
332,78190,115943.96,Upper-Middle,Utilities,Poor,510,Active Loan,0,Charges are confusing and unclear,None,Mobile App,Kaduna,Night
333,20405,144425.78,Middle,Utilities,Good,730,Active Loan,0,Very satisfied with the platform,None,Mobile App,Kano,Morning
334,66945,20000,Middle,Transport,Average,416,No Loan,3262760.29,Loan process takes too long,Loan Issue,Mobile App,Enugu,Night
335,88675,251541.02,Low,Savings Deposit,Poor,723,Default Risk,0,I don't understand my loan deductions,Technical Issue,Web,Port Harcourt,Afternoon
336,73458,106954.86,Lower-Middle,Online Shopping,Good,737,No Loan,0,I don't understand my loan deductions,Technical Issue,Web,Kano,Afternoon
337,23838,222725.22,Lower-Middle,Rent,Average,655,No Loan,0,App keeps crashing during payments,General Feedback,Web,Kano,Evening
338,30994,139918.62,Middle,Savings Deposit,Poor,543,Active Loan,0,I don't understand my loan deductions,None,Mobile App,Lagos,Night
339,23147,296868.77,Low,Rent,Good,717,No Loan,0,I need better support,Technical Issue,Mobile App,Enugu,Afternoon
340,88190,201536.74,Lower-Middle,Education,Average,541,No Loan,4049202.06,App keeps crashing during payments,Charges Issue,USSD,Ibadan,Morning
341,14050,213744.47,Lower-Middle,Health,Poor,628,Active Loan,3265713.56,The service is excellent,Charges Issue,Web,Ibadan,Afternoon
342,45767,221744.8,Middle,Transport,Average,525,No Loan,881412.27,App keeps crashing during payments,Charges Issue,USSD,Kano,Afternoon
343,12425,155009.78,Lower-Middle,Groceries,Average,648,Active Loan,0,Overall experience is great,General Feedback,POS,Lagos,Evening
344,72683,159042.85,Lower-Middle,Savings Deposit,Average,579,Active Loan,0,Loan process takes too long,Technical Issue,Mobile App,Kano,Evening
345,60907,142473.01,Lower-Middle,Rent,Good,435,Active Loan,2570054.63,Transaction was fast and smooth,General Feedback,USSD,Abuja,Evening
346,28543,171692.74,Middle,Groceries,Average,681,Active Loan,0,Loan process takes too long,Charges Issue,POS,Kaduna,Evening
347,78283,154546.32,Lower-Middle,Transport,Average,317,No Loan,0,Charges are confusing and unclear,Loan Issue,USSD,Port Harcourt,Morning
348,33327,171726.15,Upper-Middle,Health,Average,434,No Loan,1464161.77,Charges are confusing and unclear,General Feedback,POS,Lagos,Night
